airline_sentiment,text
negative,"@AmericanAir your online site doesn't have flights listed in chronological order, resulting in a mis-purchase. Anything that can be done?"
positive,@AmericanAir I FOUND MY FOOTAGE!! :D I am so so happy.
neutral,@AmericanAir well we cleared customs in AUH. I need to get to IAH after I arrive in DFW. Is it possible to retrieve my luggage in IAD?
neutral,"@AmericanAir I will and I will share with many, many others. #filmcrew #media @WSJ @nytimes @latimes @chicagotribune"
neutral,@AmericanAir tell me you can get me to ABI earlier than 8 pm tomorrow
negative,@AmericanAir #2298. Everyone else  was outstanding.
negative,@AmericanAir the last was 2339 dfw to ord. Not weather reLate Flightd... Austin leg delayed as well
negative,"@AmericanAir My bag flew with AA while I flew with Delta, and I'm still not sure whose final carrier is referred to."
neutral,@AmericanAir follow me back so I can DM you guys
negative,@AmericanAir you have Cancelled Flightled my flights because of my last name. Do the right thing and reinstate my tickets
negative,@americanair flight veers off icy runway at @dfwairport. Most DFW flights Cancelled Flighted Mon http://t.co/Q37pOWn6uv @Cowboycerrone figures right?
negative,"@AmericanAir you know I love this airline, but why are my friends @MEGENTRIPODI @jordnnicole7 having such a problem retaining info they need"
negative,"@AmericanAir $600 Late Flightr, 2 complete itinerary changes, and lost work and time, but yeah ""I"" got it rebooked"
positive,@americanair Not surprised that you were the Fastest Responding US Brand on Twitter for Q2 + Q3 2014. Also 10th fastest in the world in Q3
negative,@AmericanAir you've got to be kidding. Look at the pictures.  I'm hoping it's on the flight that just came in. The whole story is 2 much
negative,"@AmericanAir You're clueless. A kind rez agnt contacted USAir 4me around midnite, told them what to do. If not that I'd have missed funeral."
negative,"Nice try @AmericanAir I heard your crew whisper ""she's still at the hotel, she probably doesn't think she has to work until tomorrow"""
neutral,@AmericanAir do you have hand sanitizer in the bathrooms on your flights?
negative,@AmericanAir I'm at the airport right now and your people didn't know how to react and help me with this situation. Very frustrated.
positive,@AmericanAir Thank you
negative,"@AmericanAir So break whatever you want, take no responsibility..Too bad for customer? #media #filmcrew @chicagotribune @WSJ #nytimes @CNN"
negative,"@americanair flight veers off icy runway at @dfwairport. Most DFW flights Cancelled Flighted Monday, Flightaware says. http://t.co/atwyiFh6Zy"
negative,@AmericanAir my mom tried also. That wasn't the reason they wouldn't change it. Y'all literally said that you'd rather have an empty seat.
positive,@AmericanAir No apology necessary. It was wind and I was on Delta. XOXO
negative,@AmericanAir YOU FUCKING SUCK
positive,@AmericanAir thank you
neutral,@AmericanAir on our way now
neutral,@AmericanAir I am traveling from AUH to IAD via etihad and then from IAD to DFW via AA. Will I be able to retrieve my checked bag in IAD?
negative,@AmericanAir Is this a serious thread. Maybe you guys should re-read it. #fail
negative,@AmericanAir now on 5th plane of the day. First 4 all taken out of svc. Scheduled dep 3 p.m. Still on ground ORD 10:45pm
positive,@AmericanAir Joanne from your San Diego staff was phenomenal! Give that girl a raise. She handled our #flightnightmare better than anyone.
negative,@AmericanAir you are beyond redemption. Jfk. Baggage claim looks like a luggage warehouse
neutral,@AmericanAir sent
neutral,@AmericanAir what about flight 1239?
positive,@AmericanAir thanks to AA / DART for getting me home in time for work this morning DEN-DFW... didn't have to waste a vaca day @dartmedia
negative,"@AmericanAir even followed me, but I still can't get them to answer their phones. Worst. Customer ""service"". Ever. #customerservice #fail"
negative,@AmericanAir yeah and what are they gunna? Nothing your whole organization is a joke
negative,@AmericanAir My sister just received a call that her trip Wednesday (flts 2348/3499) was Cancelled Flightled and resched to next day. Why?
negative,"@AmericanAir Great, then tell me how you will fix it? @Suntimes @WSJ @latimes @nytimes #media #filmcrew #photography #cameragear"
negative,@AmericanAir 2hr and 20 min delayed...still waiting...you need to do something to improve... http://t.co/1m36NTPTR8
negative,@AmericanAir It says on you web site that u fly directly from ORD to DUB. when I try to book it says you do not. Have you stopped ?
positive,@AmericanAir Glad to hear that there were no serious injuries in the minor crash @dfwairport this evening.
negative,@AmericanAir I booked it on US Airways site. Don't see a Cancelled Flight link :(
negative,@AmericanAir we had to sit in the airport a long periolodicly time. the planes were nasty
neutral,@AmericanAir With snow/ice forecast DFW Tu pm-We am what is change policy on reservations we hold Wed morning? Any leeway??
positive,@AmericanAir no space in my seat but thanks to your pilots I'm back 25mn early to Ohare!! Didn't think that was possible!! #sna2ord #1644
negative,@AmericanAir Late Flight again geez flt2417 #Late Flight #delays #typical
neutral,@AmericanAir do you guys have wifi on international flights?
negative,"@AmericanAir to add insult to injury, I have to go pick it up myself. Real class act! I'll stick the Delta from now on."
negative,@AmericanAir absolutely disappointed in your lack of service. Lost my bag and can't even deliver it after I was told it would happen.
positive,@AmericanAir Just followed you.
neutral,@AmericanAir What are Preferred Seats?
negative,@AmericanAir what can AA do for a load of people about to board their 5th plane of a very long day when the first 4 were unserviceable
neutral,@AmericanAir the Late Flightst usair4603. Earlier 4591
neutral,@AmericanAir any delays on tonight's flight from DFW to SAT? I have family members on board.
negative,@AmericanAir what is going on with the flight 2417? It has been delay a lot .
neutral,@AmericanAir Can I use an SWU on an Finnair codeshare of an American operated flight (JFK-MAN)?  Thanks in advance for the help!
negative,@AmericanAir We tried with multiple people. I already sat on the phone for an hour and a half and got nowhere.
negative,@AmericanAir which one.?i have been booked on 6 different ones in the past 2 days
negative,"@AmericanAir Nope. Couldn't make changes online and after 90 mins on hold and time dealing w/ the rude rep, the 24 hour window has closed."
negative,"@AmericanAir doesn't care about customers, break your gear and tell u they can't do anything. @WSJ @latimes @chicagotribune #media #filmcrew"
neutral,@AmericanAir yes....twice...for two different flights and occasions
neutral,@AmericanAir Why is your cover photo of TWA? Just wondering.
negative,@AmericanAir unable to access the website.  Will try again.
neutral,@AmericanAir yikes.
neutral,.@AmericanAir Hopefully it's all fixed. They've got a new aircraft for us- just waiting to board.
negative,@AmericanAir Best planes in the business. NOT? AA5411 today. http://t.co/I7Vdi9WqSF
neutral,@AmericanAir @USAirways I need to Cancelled Flight a flight I booked earlier tonight. Are you able to do it over Twitter?
negative,@AmericanAir I loved todays fight. But there was a bad draft on the airplane please add more air to air thanksm
positive,Keep it up :) @AmericanAir
negative,@AmericanAir @louprice13 @aacustomerservice. Apology not good enough. 4 planes with mechanical and 9 hours delayed unacceptable.
negative,@AmericanAir thx for the apology.   A commitment to fix your broken system would be better.  Actually fixing it would be better still.
negative,@AmericanAir seats that were assigned are inappropriate for child this age. AA knew age of child.
negative,@AmericanAir this is the biggest joke I've ever seen and will be telling everyone never to use you guys cause you are a joke
negative,@AmericanAir Pay for my accommodations when you are the ones Cancelled Flightling it for no reason and I know your saying (lying) it cause of weather
negative,@AmericanAir airport and 2 extra nights for hotels and not once have I heard of anything from your embarrassing airline saying that you will
